Matchday,Date,Time,Team 1,FT,HT,Team 2
37,Sat May 11 2019,13:30,Unterhaching,3-0,?,Lotte
37,Sat May 11 2019,13:30,Energie Cottbus,2-1,?,Aalen
37,Sat May 11 2019,13:30,W'burg Kickers,2-0,?,Kaiserslautern
37,Sat May 11 2019,13:30,Hansa Rostock,1-1,?,Uerdingen
37,Sat May 11 2019,13:30,1860 Munich,3-2,?,Fortuna Köln
37,Sat May 11 2019,13:30,Meppen,0-1,?,Carl Zeiss Jena
37,Sat May 11 2019,13:30,Hallescher,1-0,?,Braunschweig
38,Sat May 18 2019,13:30,Aalen,1-1,?,Hansa Rostock
38,Sat May 18 2019,13:30,Braunschweig,1-1,?,Energie Cottbus
38,Sat May 18 2019,13:30,Fortuna Köln,0-2,?,Großaspach
38,Sat May 18 2019,13:30,Karlsruher,2-3,?,Hallescher
38,Sat May 18 2019,13:30,Osnabrück,1-4,?,Unterhaching
38,Sat May 18 2019,13:30,Lotte,1-2,?,W'burg Kickers
38,Sat May 18 2019,13:30,Uerdingen,2-3,?,Wehen
38,Sat May 18 2019,13:30,Carl Zeiss Jena,4-0,?,1860 Munich
38,Sat May 18 2019,13:30,Zwickau,2-0,?,Preußen Münster
38,Sat May 18 2019,13:30,Kaiserslautern,4-2,?,Meppen
